2020-12-18 15:11:33,805 [INFO ]  maqp(evaluate_cardinalities: database_name=imdb, target_path=../ssb-benchmark/results)
2020-12-18 15:11:34,347 [DEBUG]  Q-Error was: 1.3245901677417997
2020-12-18 15:11:34,347 [DEBUG]  Predicting cardinality for query 49: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2000;
2020-12-18 15:11:34,355 [DEBUG]  		Latency: 2.67ms
2020-12-18 15:11:34,355 [DEBUG]  		True: 90649862
2020-12-18 15:11:34,355 [DEBUG]  		Predicted: 83581336.31520344
2020-12-18 15:11:34,355 [DEBUG]  Q-Error was: 1.0845706230173158
2020-12-18 15:11:34,355 [DEBUG]  Predicting cardinality for query 50: SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=mk.movie_id AND t.id=ci.movie_id AND t.production_year>1950 AND t.kind_id=1;
2020-12-18 15:11:34,362 [DEBUG]  		Latency: 2.18ms
2020-12-18 15:11:34,362 [DEBUG]  		True: 151179813
2020-12-18 15:11:34,362 [DEBUG]  		Predicted: 57214188.418125995
2020-12-18 15:11:34,362 [DEBUG]  Q-Error was: 2.642348291216953
2020-12-18 15:11:34,362 [DEBUG]  Predicting cardinality for query 51: SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=mk.movie_id AND t.id=ci.movie_id AND t.production_year>2000 AND t.kind_id=1;
2020-12-18 15:11:34,369 [DEBUG]  		Latency: 2.27ms
2020-12-18 15:11:34,370 [DEBUG]  		True: 84217062
2020-12-18 15:11:34,370 [DEBUG]  		Predicted: 23758393.595127888
2020-12-18 15:11:34,370 [DEBUG]  Q-Error was: 3.544728799226153
2020-12-18 15:11:34,370 [DEBUG]  Predicting cardinality for query 52: SELECT COUNT(*) FROM title t,movie_keyword mk,movie_companies mc,movie_info mi WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND t.id=mi.movie_id AND mk.keyword_id=398 AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2000;
2020-12-18 15:11:34,379 [DEBUG]  		Latency: 2.88ms
2020-12-18 15:11:34,379 [DEBUG]  		True: 333474
2020-12-18 15:11:34,379 [DEBUG]  		Predicted: 2213965.3588194456
2020-12-18 15:11:34,379 [DEBUG]  Q-Error was: 6.6390943786305545
2020-12-18 15:11:34,379 [DEBUG]  Predicting cardinality for query 53: SELECT COUNT(*) FROM title t,movie_keyword mk,movie_companies mc,movie_info mi WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND t.id=mi.movie_id AND mk.keyword_id=398 AND mc.company_type_id=2 AND t.production_year>2000 AND t.production_year<2010;
2020-12-18 15:11:34,388 [DEBUG]  		Latency: 2.89ms
2020-12-18 15:11:34,388 [DEBUG]  		True: 307213
2020-12-18 15:11:34,388 [DEBUG]  		Predicted: 1156256.6792756931
2020-12-18 15:11:34,388 [DEBUG]  Q-Error was: 3.7636971068141425
2020-12-18 15:11:34,388 [DEBUG]  Predicting cardinality for query 54: SELECT COUNT(*) FROM title t,movie_keyword mk,movie_companies mc,movie_info mi WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND t.id=mi.movie_id AND mk.keyword_id=398 AND mc.company_type_id=2 AND t.production_year>1950 AND t.production_year<2010;
2020-12-18 15:11:34,396 [DEBUG]  		Latency: 2.84ms
2020-12-18 15:11:34,397 [DEBUG]  		True: 658557
2020-12-18 15:11:34,397 [DEBUG]  		Predicted: 3450353.2996985153
2020-12-18 15:11:34,397 [DEBUG]  Q-Error was: 5.239262963871791
2020-12-18 15:11:34,397 [DEBUG]  Predicting cardinality for query 55: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>2008 AND mi.info_type_id=8 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,406 [DEBUG]  		Latency: 3.08ms
2020-12-18 15:11:34,406 [DEBUG]  		True: 8275169
2020-12-18 15:11:34,406 [DEBUG]  		Predicted: 55010988.985793196
2020-12-18 15:11:34,406 [DEBUG]  Q-Error was: 6.6477178877909555
2020-12-18 15:11:34,406 [DEBUG]  Predicting cardinality for query 56: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>2009 AND mi.info_type_id=8 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,415 [DEBUG]  		Latency: 2.94ms
2020-12-18 15:11:34,415 [DEBUG]  		True: 5060606
2020-12-18 15:11:34,415 [DEBUG]  		Predicted: 41751875.03520142
2020-12-18 15:11:34,415 [DEBUG]  Q-Error was: 8.25037061474484
2020-12-18 15:11:34,415 [DEBUG]  Predicting cardinality for query 57: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2010;
2020-12-18 15:11:34,425 [DEBUG]  		Latency: 3.37ms
2020-12-18 15:11:34,425 [DEBUG]  		True: 1352809555
2020-12-18 15:11:34,425 [DEBUG]  		Predicted: 1613275850.9547727
2020-12-18 15:11:34,425 [DEBUG]  Q-Error was: 1.1925372976499806
2020-12-18 15:11:34,425 [DEBUG]  Predicting cardinality for query 58: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2010 AND mc.company_id=22956;
2020-12-18 15:11:34,433 [DEBUG]  		Latency: 1.66ms
2020-12-18 15:11:34,433 [DEBUG]  		True: 191935
2020-12-18 15:11:34,433 [DEBUG]  		Predicted: 61213.64993629777
2020-12-18 15:11:34,434 [DEBUG]  Q-Error was: 3.135493475715595
2020-12-18 15:11:34,434 [DEBUG]  Predicting cardinality for query 59: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2000;
2020-12-18 15:11:34,443 [DEBUG]  		Latency: 3.08ms
2020-12-18 15:11:34,443 [DEBUG]  		True: 9537310863
2020-12-18 15:11:34,443 [DEBUG]  		Predicted: 6833180975.688679
2020-12-18 15:11:34,443 [DEBUG]  Q-Error was: 1.3957351483785028
2020-12-18 15:11:34,443 [DEBUG]  Predicting cardinality for query 60: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND mi.info_type_id=3 AND mi_idx.info_type_id=100;
2020-12-18 15:11:34,451 [DEBUG]  		Latency: 2.50ms
2020-12-18 15:11:34,451 [DEBUG]  		True: 492943940
2020-12-18 15:11:34,451 [DEBUG]  		Predicted: 2085627337.4899518
2020-12-18 15:11:34,452 [DEBUG]  Q-Error was: 4.230962525860348
2020-12-18 15:11:34,452 [DEBUG]  Predicting cardinality for query 61: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND mi.info_type_id=3 AND mi_idx.info_type_id=100 AND t.production_year>2010;
2020-12-18 15:11:34,461 [DEBUG]  		Latency: 3.25ms
2020-12-18 15:11:34,461 [DEBUG]  		True: 32355583
2020-12-18 15:11:34,461 [DEBUG]  		Predicted: 238633697.40253237
2020-12-18 15:11:34,461 [DEBUG]  Q-Error was: 7.375348402856235
2020-12-18 15:11:34,461 [DEBUG]  Predicting cardinality for query 62: SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2000 AND t.kind_id=1 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,469 [DEBUG]  		Latency: 2.81ms
2020-12-18 15:11:34,469 [DEBUG]  		True: 81495003
2020-12-18 15:11:34,469 [DEBUG]  		Predicted: 21516913.404050402
2020-12-18 15:11:34,470 [DEBUG]  Q-Error was: 3.7874857545626948
2020-12-18 15:11:34,470 [DEBUG]  Predicting cardinality for query 63: SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk,movie_info_idx mi_idx WHERE t.id=mk.movie_id AND t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year>2005 AND t.kind_id=1 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,478 [DEBUG]  		Latency: 2.87ms
2020-12-18 15:11:34,478 [DEBUG]  		True: 51282842
2020-12-18 15:11:34,478 [DEBUG]  		Predicted: 14899649.010010598
2020-12-18 15:11:34,478 [DEBUG]  Q-Error was: 3.441882554786673
2020-12-18 15:11:34,478 [DEBUG]  Predicting cardinality for query 64: SELECT COUNT(*) FROM title t,movie_keyword mk,movie_companies mc,movie_info mi WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND t.id=mi.movie_id AND mk.keyword_id=398 AND mc.company_type_id=2 AND t.production_year=1998;
2020-12-18 15:11:34,487 [DEBUG]  		Latency: 2.65ms
2020-12-18 15:11:34,487 [DEBUG]  		True: 19006
2020-12-18 15:11:34,487 [DEBUG]  		Predicted: 88407.24970368417
2020-12-18 15:11:34,487 [DEBUG]  Q-Error was: 4.651544233593821
2020-12-18 15:11:34,487 [DEBUG]  Predicting cardinality for query 65: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>2000 AND mi.info_type_id=8 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,496 [DEBUG]  		Latency: 3.13ms
2020-12-18 15:11:34,496 [DEBUG]  		True: 26718423
2020-12-18 15:11:34,496 [DEBUG]  		Predicted: 128304473.28830343
2020-12-18 15:11:34,496 [DEBUG]  Q-Error was: 4.80209753727993
2020-12-18 15:11:34,497 [DEBUG]  Predicting cardinality for query 66: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,movie_keyword mk,movie_companies mc WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.id=mi_idx.movie_id AND t.id=mc.movie_id AND t.production_year>2005 AND mi.info_type_id=8 AND mi_idx.info_type_id=101;
2020-12-18 15:11:34,505 [DEBUG]  		Latency: 2.99ms
2020-12-18 15:11:34,506 [DEBUG]  		True: 15813608
2020-12-18 15:11:34,506 [DEBUG]  		Predicted: 87070246.48428185
2020-12-18 15:11:34,506 [DEBUG]  Q-Error was: 5.506032935955024
2020-12-18 15:11:34,506 [DEBUG]  Predicting cardinality for query 67: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2000 AND t.production_year<2010 AND mk.keyword_id=7084;
2020-12-18 15:11:34,516 [DEBUG]  		Latency: 3.73ms
2020-12-18 15:11:34,516 [DEBUG]  		True: 1067496
2020-12-18 15:11:34,516 [DEBUG]  		Predicted: 417736.46706135076
2020-12-18 15:11:34,516 [DEBUG]  Q-Error was: 2.5554292817898094
2020-12-18 15:11:34,516 [DEBUG]  Predicting cardinality for query 68: SELECT COUNT(*) FROM title t,movie_info mi,movie_companies mc,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id=2 AND mi.info_type_id=16 AND t.production_year>2000 AND t.production_year<2005 AND mk.keyword_id=7084;
2020-12-18 15:11:34,526 [DEBUG]  		Latency: 3.27ms
2020-12-18 15:11:34,526 [DEBUG]  		True: 268172
2020-12-18 15:11:34,526 [DEBUG]  		Predicted: 154118.4143482899
2020-12-18 15:11:34,526 [DEBUG]  Q-Error was: 1.740038665295129
2020-12-18 15:11:34,526 [DEBUG]  Predicting cardinality for query 69: SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx,cast_info ci,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.id=ci.movie_id AND t.id=mk.movie_id AND mi.info_type_id=3 AND mi_idx.info_type_id=100 AND t.production_year>2000;
2020-12-18 15:11:34,535 [DEBUG]  		Latency: 3.04ms
2020-12-18 15:11:34,536 [DEBUG]  		True: 258385218
2020-12-18 15:11:34,536 [DEBUG]  		Predicted: 971578869.0439191
2020-12-18 15:11:34,536 [DEBUG]  Q-Error was: 3.760195248645838
2020-12-18 15:11:34,536 [INFO ]  [   5.23926296    5.43758358    5.50603294    6.63909438    6.64771789
    7.3753484     8.25037061    8.62928336   13.45100893 1491.1519189 ]
2020-12-18 15:11:34,536 [INFO ]  Q-Error 50%-Percentile: 1.9557317326305408 (vs. MCSN: 3.82 and IBJS: 1.59)
2020-12-18 15:11:34,537 [INFO ]  Q-Error 90%-Percentile: 5.619339080222579 (vs. MCSN: 78.4 and IBJS: 150)
2020-12-18 15:11:34,537 [INFO ]  Q-Error 95%-Percentile: 7.856610619394965 (vs. MCSN: 362 and IBJS: 3198)
2020-12-18 15:11:34,537 [INFO ]  Q-Error 99%-Percentile: 471.5382910222895 (vs. MCSN: 927 and IBJS: 14309)
2020-12-18 15:11:34,537 [INFO ]  Q-Mean wo inf 24.037555576741315 (vs. MCSN: 57.9 and IBJS: 590)
2020-12-18 15:11:34,537 [INFO ]  Latency avg: 2.40ms
2020-12-18 15:11:34,537 [INFO ]  Saving results to ../ssb-benchmark/results
